publish_date,title,speaker_guess,text_source,henry_index,henry_hawkish_count,henry_dovish_count,henry_total_words,henry_hawkish_hits,henry_dovish_hits
1996-10-02,"Address by Dr Chris Stals, Governor of the South African Reserve Bank, at a Conference arranged by the Department of Economics, Massachusetts Institute of Technology, Washington DC.",Chris Stals,html,1.115,176,50,5789,"{""up"": 18, ""growth"": 26, ""accomplished"": 2, ""growing"": 6, ""exceeded"": 6, ""most"": 10, ""increased"": 12, ""best"": 2, ""more"": 22, ""certain"": 10, ""high"": 8, ""leading"": 2, ""good"": 2, ""opportunities"": 2, ""rose"": 6, ""strong"": 4, ""positive"": 2, ""stronger"": 2, ""increases"": 2, ""rise"": 2, ""increase"": 14, ""expansion"": 4, ""above"": 2, ""succeeded"": 2, ""encouraging"": 2, ""improves"": 2, ""expands"": 2, ""achievement"": 2}","{""decline"": 8, ""depressed"": 2, ""difficult"": 4, ""difficulty"": 2, ""challenge"": 4, ""less"": 2, ""low"": 10, ""challenges"": 4, ""declined"": 4, ""disappointing"": 2, ""below"": 2, ""worse"": 2, ""worsens"": 2, ""weaknesses"": 2}"
1996-10-23,"Address by Dr Chris Stals, Governor of the South African Reserve Bank, at the unveiling of a new building for the Public Accountants and Auditors Board Johannesburg.",Chris Stals,html,1.3043,38,8,2841,"{""more"": 10, ""up"": 4, ""leading"": 2, ""opportunities"": 2, ""improving"": 2, ""growth"": 2, ""progress"": 4, ""strengthened"": 2, ""greater"": 2, ""expanding"": 2, ""high"": 4, ""expansion"": 2}","{""challenges"": 4, ""weak"": 2, ""challenge"": 2}"
1996-10-25,"Address by Dr Chris Stals, Governor of the South African Reserve Bank, at a Conference on South African Financial Markets arranged by Standard Corporate and Merchant Bank, Johannesburg",Chris Stals,html,0.9545,130,46,5056,"{""achieve"": 2, ""expansion"": 6, ""increases"": 8, ""increase"": 18, ""rise"": 2, ""increased"": 14, ""up"": 10, ""more"": 26, ""encouraging"": 2, ""exceeded"": 2, ""high"": 12, ""greater"": 4, ""rising"": 4, ""rose"": 4, ""best"": 2, ""growth"": 4, ""progress"": 6, ""increasing"": 2, ""strong"": 2}","{""difficult"": 4, ""down"": 8, ""risk"": 2, ""decline"": 6, ""deteriorated"": 2, ""under"": 4, ""less"": 8, ""declined"": 4, ""low"": 8}"
1996-11-08,"Address by Dr Chris Stals, Governor of the South African Reserve Bank, at a Conference on ""Growing the South African Economy"", arranged by the Bureau for Economic Research of the University of Stellenbosch.",Chris Stals,html,1.1724,115,30,4863,"{""growing"": 1, ""most"": 6, ""better"": 2, ""achievement"": 6, ""more"": 30, ""greater"": 8, ""improvement"": 2, ""growth"": 20, ""best"": 2, ""good"": 4, ""achieve"": 2, ""achievements"": 4, ""above"": 10, ""increases"": 2, ""success"": 4, ""succeeded"": 2, ""up"": 2, ""strength"": 2, ""high"": 2, ""achieved"": 4}","{""low"": 6, ""lower"": 4, ""declined"": 2, ""below"": 4, ""under"": 2, ""difficult"": 4, ""less"": 4, ""decline"": 4}"
1996-11-21,"Issued by Dr C.L. Stals, Governor of the South African Reserve Bank, 1996-11-20",C.L. Stals,html,1.2542,96,22,2226,"{""more"": 16, ""up"": 10, ""increase"": 14, ""high"": 6, ""rose"": 8, ""exceeded"": 2, ""higher"": 6, ""increased"": 4, ""rising"": 4, ""growing"": 2, ""increasing"": 4, ""growth"": 10, ""opportunity"": 6, ""achieve"": 2, ""successful"": 2}","{""declined"": 6, ""threat"": 2, ""down"": 2, ""declining"": 2, ""low"": 2, ""fallen"": 2, ""decline"": 2, ""lower"": 4}"
1997-02-18,"Address by Dr Chris Stals, Governor of the South African Reserve Bank, at the Twentieth Annual Investment Conference of Societe Generale Frankel Pollak (Pty) Ltd Johannesburg",Chris Stals,html,0.8506,124,50,5284,"{""most"": 2, ""strong"": 2, ""rises"": 2, ""growing"": 8, ""record"": 2, ""more"": 28, ""up"": 10, ""exceeded"": 4, ""better"": 2, ""increase"": 14, ""increased"": 6, ""good"": 4, ""progress"": 4, ""increasing"": 2, ""growth"": 10, ""achieve"": 2, ""higher"": 2, ""rise"": 2, ""rising"": 4, ""success"": 2, ""improved"": 2, ""successes"": 2, ""achieved"": 2, ""increases"": 2, ""greater"": 2, ""certain"": 2}","{""decline"": 10, ""under"": 4, ""low"": 4, ""deteriorating"": 4, ""negative"": 4, ""challenges"": 2, ""challenge"": 2, ""down"": 2, ""lower"": 2, ""declined"": 4, ""less"": 6, ""declining"": 2, ""threat"": 2, ""below"": 2}"
1997-03-17,"Address by Dr Chris Stals, Governor of the South African Reserve Bank, at a Business Breakfast Forum hosted by Marriott Merchant Bank and Deloitte & Touche, Durban",Chris Stals,html,0.7429,48,22,3206,"{""more"": 24, ""good"": 2, ""progress"": 2, ""positive"": 2, ""increase"": 2, ""above"": 2, ""up"": 8, ""better"": 2, ""opportunities"": 4}","{""least"": 2, ""negative"": 2, ""risk"": 8, ""challenges"": 2, ""penalties"": 2, ""challenge"": 2, ""failure"": 2, ""risks"": 2}"
1997-03-31,"Contribution by Dr Chris Stals, Governor of the South African Reserve Bank, at the Sixth Session of the Conference of African Ministers of Finance and Governors of Central Banks arranged by the United Nations Economic Commission for Africa Addis Ababa, Ethiopia",Chris Stals,html,1.2727,108,24,7199,"{""high"": 2, ""more"": 30, ""better"": 4, ""increase"": 4, ""progress"": 6, ""expansion"": 4, ""up"": 16, ""good"": 4, ""growth"": 4, ""improving"": 4, ""greater"": 2, ""increased"": 2, ""most"": 2, ""exceeded"": 2, ""encouraging"": 2, ""achievement"": 2, ""expanded"": 2, ""certain"": 4, ""opportunity"": 4, ""improve"": 2, ""opportunities"": 2, ""improved"": 2, ""growing"": 2}","{""challenged"": 2, ""challenge"": 4, ""challenges"": 4, ""less"": 2, ""low"": 2, ""risk"": 4, ""smaller"": 2, ""least"": 2, ""under"": 2}"
1997-04-09,"Address by Dr Chris Stals, Governor of the South African Reserve Bank, at the official opening of the new Head Office Building for Mercantile Bank Sandton",Chris Stals,html,1.0545,84,26,4154,"{""most"": 4, ""certain"": 2, ""high"": 4, ""improving"": 2, ""encouraging"": 2, ""greater"": 10, ""up"": 8, ""more"": 18, ""increased"": 8, ""opportunities"": 2, ""opportunity"": 2, ""increasing"": 2, ""increases"": 4, ""expansion"": 4, ""expanding"": 4, ""largest"": 2, ""successful"": 2, ""larger"": 2, ""successes"": 2}","{""least"": 2, ""low"": 2, ""risk"": 6, ""down"": 2, ""under"": 6, ""fall"": 2, ""challenges"": 2, ""less"": 2, ""challenge"": 2}"
1997-04-25,"Address by Dr Chris Stals, Governor of the South African Reserve Bank, at a Conference on Current Economic Policy Issues arranged by he Economics Department of the University of Durban-Westville and The Mercury, Durban",Chris Stals,html,0.8571,130,52,4481,"{""up"": 10, ""rise"": 2, ""expansion"": 4, ""growth"": 14, ""success"": 2, ""successful"": 4, ""most"": 2, ""succeeded"": 2, ""more"": 24, ""increased"": 2, ""rose"": 4, ""increase"": 28, ""rises"": 2, ""higher"": 4, ""expands"": 2, ""increases"": 10, ""high"": 4, ""larger"": 2, ""strong"": 2, ""above"": 2, ""leading"": 2, ""best"": 2}","{""under"": 4, ""low"": 6, ""failure"": 4, ""smaller"": 4, ""lowest"": 4, ""less"": 10, ""below"": 6, ""declined"": 2, ""difficult"": 4, ""decline"": 4, ""lower"": 2, ""threat"": 2}"
1997-05-01,"Lecture by Dr Chris Stals, Governor of the South African Reserve Bank, presented to the Harvard Institute for International Development Boston.",Chris Stals,html,1.4921,110,16,6289,"{""achieve"": 6, ""growth"": 8, ""improve"": 6, ""most"": 4, ""more"": 26, ""increasing"": 2, ""growing"": 4, ""certain"": 2, ""opportunity"": 2, ""succeeding"": 2, ""accomplishments"": 2, ""good"": 2, ""progress"": 6, ""up"": 4, ""achievement"": 2, ""encouraged"": 8, ""improvement"": 2, ""greater"": 4, ""better"": 2, ""leading"": 2, ""strengthen"": 2, ""high"": 6, ""strong"": 4, ""successes"": 2}","{""less"": 4, ""obstacles"": 2, ""under"": 2, ""obstacle"": 2, ""challenge"": 2, ""smaller"": 2, ""low"": 2}"
1997-05-15,"Address by Dr Chris Stals, Governor of the South African Reserve Bank, at the Annual Dinner of the Pretoria Branch of the Economic Society of South Africa Pretoria",Chris Stals,html,1.6596,86,8,4514,"{""most"": 4, ""growth"": 12, ""improvement"": 2, ""achieved"": 2, ""best"": 4, ""higher"": 4, ""more"": 32, ""high"": 2, ""up"": 4, ""strong"": 2, ""succeeded"": 2, ""greater"": 6, ""achieve"": 2, ""increased"": 2, ""increases"": 2, ""improved"": 2, ""good"": 2}","{""low"": 2, ""difficult"": 2, ""less"": 2, ""under"": 2}"
1997-05-23,Inhuldigingsrede gelewer deur dr Chris Stalsby geleentheid van die aanvaarding van die Kanselierskap van die Universiteit van Pretoria,,html,0.8,42,18,5731,"{""more"": 6, ""opportunities"": 2, ""opportunity"": 2, ""expand"": 2, ""growing"": 2, ""rising"": 2, ""certain"": 2, ""success"": 4, ""achievement"": 2, ""above"": 2, ""succeed"": 2, ""better"": 2, ""successful"": 4, ""most"": 2, ""achieve"": 2, ""strong"": 2, ""leader"": 2}","{""challenge"": 4, ""uncertainty"": 4, ""challenges"": 4, ""smaller"": 2, ""down"": 4}"
1997-05-30,"Address by Dr Chris Stals, Governor of the South African Reserve Bank, at ""Forex '97"": 39th International Congress of the Association Cambiste Internationale, Toronto, Canada",Chris Stals,html,1.2692,170,38,5374,"{""more"": 26, ""succeeded"": 6, ""positive"": 2, ""up"": 12, ""opportunities"": 12, ""most"": 6, ""encouraging"": 6, ""growing"": 4, ""succeed"": 2, ""growth"": 16, ""improved"": 2, ""progress"": 4, ""increases"": 8, ""best"": 2, ""rising"": 4, ""leader"": 2, ""expansion"": 10, ""increased"": 4, ""increase"": 12, ""improvement"": 2, ""exceeded"": 2, ""above"": 4, ""high"": 4, ""exceeding"": 2, ""greater"": 2, ""certain"": 4, ""expanding"": 2, ""better"": 4, ""improve"": 2, ""achieved"": 2}","{""challenges"": 6, ""under"": 2, ""negative"": 2, ""declined"": 6, ""challenge"": 2, ""down"": 6, ""decline"": 6, ""challenging"": 2, ""weaknesses"": 2, ""low"": 2, ""difficult"": 2}"
1997-07-10,"Address by Dr Chris Stals, Governor of the South African Reserve Bank, at a Dinner of the Friends of South Africa, London",Chris Stals,html,1.3433,112,22,4310,"{""more"": 28, ""record"": 2, ""up"": 14, ""most"": 8, ""succeed"": 4, ""expanding"": 2, ""leader"": 2, ""best"": 2, ""opportunity"": 2, ""better"": 10, ""growth"": 10, ""increase"": 6, ""rewarding"": 2, ""exceeded"": 2, ""exceeds"": 2, ""improve"": 2, ""improved"": 2, ""progress"": 2, ""encouraging"": 2, ""greater"": 6, ""achieve"": 2}","{""challenging"": 4, ""decline"": 4, ""challenges"": 6, ""challenge"": 4, ""least"": 2, ""declined"": 2}"
1997-07-10,"Address by Dr Chris Stals, Governor of the South African Reserve Bank, at a Conference on Southern Africa: Resources, Investment and Trade arranged by Forum Southern Africa Limited, London ",Chris Stals,html,1.234,76,18,3661,"{""good"": 6, ""progress"": 6, ""certain"": 2, ""up"": 6, ""better"": 2, ""increase"": 2, ""growth"": 6, ""more"": 14, ""achieve"": 6, ""improve"": 4, ""most"": 4, ""encouraged"": 2, ""success"": 2, ""growing"": 4, ""successful"": 2, ""larger"": 2, ""reward"": 2, ""successes"": 2, ""succeed"": 2}","{""declined"": 2, ""low"": 2, ""decline"": 4, ""obstacles"": 2, ""challenges"": 2, ""challenging"": 2, ""difficult"": 2, ""challenge"": 2}"
1997-07-16,"Address by Dr Chris Stals, Governor of the South African Reserve Bank, at a Luncheon of the Institute of Directors in Southern Africa , Pretoria",Chris Stals,html,0.8966,42,16,3410,"{""more"": 14, ""up"": 4, ""achieve"": 4, ""growth"": 2, ""record"": 2, ""improved"": 2, ""exceeds"": 2, ""increase"": 2, ""increases"": 2, ""successful"": 2, ""most"": 2, ""higher"": 2, ""exceed"": 2}","{""decline"": 4, ""less"": 4, ""negative"": 2, ""smaller"": 2, ""under"": 2, ""lower"": 2}"
1997-07-22,"Remarks by Dr Chris Stals, Governor of the South African Reserve Bank, at the signing of a Syndicated Medium Term Revolving Credit Facility made available to the Reserve Bank by a Group of Thirty-Four International Banking Institutions, London.",Chris Stals,html,0.6,26,14,2621,"{""more"": 8, ""growth"": 2, ""growing"": 2, ""encouraged"": 2, ""succeeded"": 2, ""up"": 2, ""greater"": 4, ""higher"": 2, ""success"": 2}","{""weak"": 2, ""weakness"": 2, ""low"": 2, ""challenges"": 2, ""difficult"": 4, ""down"": 2}"
1997-08-14,"Address by Dr E.J. van der Merwe, at the Conference of the Institute for Strategic Studies and The Graduate School of Management of the University of Pretoria.",E.J.,html,1.1504,178,48,7426,"{""more"": 34, ""best"": 4, ""highest"": 2, ""progress"": 2, ""increasing"": 6, ""rising"": 2, ""good"": 4, ""growing"": 4, ""strong"": 6, ""grown"": 2, ""achieve"": 4, ""achieved"": 8, ""growth"": 18, ""increased"": 10, ""largest"": 2, ""expansion"": 6, ""improve"": 4, ""increase"": 12, ""greater"": 6, ""most"": 6, ""rise"": 2, ""larger"": 2, ""increases"": 2, ""grow"": 2, ""high"": 12, ""higher"": 4, ""expand"": 2, ""opportunity"": 2, ""opportunities"": 2, ""success"": 4, ""successful"": 2}","{""fall"": 2, ""least"": 2, ""less"": 6, ""under"": 8, ""challenges"": 4, ""risk"": 10, ""drop"": 2, ""lower"": 4, ""down"": 4, ""low"": 2, ""difficult"": 2, ""decline"": 2}"
1997-08-26,Governor's Address (77th) - 1997-08-26,,html,1.0345,396,126,14129,"{""growth"": 46, ""certain"": 2, ""leader"": 2, ""better"": 12, ""growing"": 4, ""expansion"": 10, ""increasing"": 8, ""more"": 70, ""increased"": 20, ""stronger"": 2, ""greater"": 16, ""higher"": 14, ""improving"": 2, ""achieving"": 2, ""improvements"": 4, ""rise"": 8, ""encouraging"": 2, ""high"": 26, ""increase"": 40, ""best"": 2, ""positive"": 8, ""expanded"": 2, ""increases"": 10, ""improvement"": 2, ""larger"": 2, ""achieve"": 4, ""succeed"": 2, ""exceeded"": 4, ""risen"": 4, ""highest"": 2, ""rising"": 6, ""up"": 6, ""strength"": 2, ""rose"": 4, ""good"": 8, ""exceed"": 2, ""success"": 2, ""achieved"": 2, ""progress"": 6, ""above"": 4, ""opportunity"": 4, ""strengthen"": 4, ""successful"": 4, ""expanding"": 2, ""opportunities"": 4, ""record"": 2, ""most"": 2}","{""weakening"": 2, ""decline"": 12, ""weak"": 4, ""under"": 4, ""below"": 4, ""threat"": 2, ""down"": 4, ""lower"": 8, ""declined"": 24, ""least"": 2, ""depressed"": 2, ""declines"": 2, ""negative"": 4, ""less"": 16, ""low"": 12, ""difficult"": 6, ""risks"": 2, ""declining"": 2, ""deteriorate"": 4, ""smaller"": 2, ""penalty"": 2, ""uncertain"": 2, ""risk"": 2, ""challenging"": 2}"
1997-09-03,"Address by Dr Chris Stals, Governor of the South African Reserve Bank, at a Pretoria News/MBA Executive Breakfast Club, Pretoria",Chris Stals,html,0.9333,132,48,4995,"{""most"": 8, ""increases"": 4, ""increase"": 6, ""rise"": 4, ""grows"": 2, ""exceeds"": 2, ""growing"": 6, ""higher"": 12, ""more"": 38, ""high"": 8, ""better"": 2, ""achieved"": 2, ""certain"": 4, ""good"": 4, ""successful"": 2, ""greater"": 2, ""increased"": 4, ""growth"": 4, ""record"": 2, ""strong"": 4, ""increasing"": 2, ""up"": 2, ""expansion"": 2, ""best"": 2, ""achieve"": 2, ""succeeding"": 2}","{""declines"": 2, ""lower"": 8, ""decline"": 8, ""difficult"": 8, ""least"": 4, ""low"": 6, ""less"": 4, ""down"": 6, ""fail"": 2}"
1997-09-05,"Rede gelewer deur dr Chris Stals, President van die Suid-Afrikaanse Reserwebank, by geleentheid van die viering van die Sestigste Bestaansjaar van die Fakulteit Ekonomiese en Bestuurswetenskappe van die Universiteit van die Oranje-Vrystaat, Bloemfontein.",,html,1.4,34,6,5392,"{""increased"": 6, ""more"": 12, ""up"": 2, ""strength"": 2, ""most"": 2, ""encouraged"": 2, ""higher"": 4, ""growth"": 2, ""exceeded"": 2}","{""threat"": 2, ""least"": 2, ""weaknesses"": 2}"
1997-09-08,"Address by Dr Chris Stals, Governor of the South African Reserve Bank, at a Roundtable Discussion arranged by Economist Conferences, Johannesburg.",Chris Stals,html,1.493,124,18,4709,"{""good"": 2, ""progress"": 6, ""more"": 28, ""growing"": 4, ""up"": 12, ""most"": 8, ""rise"": 4, ""increases"": 2, ""increased"": 6, ""rises"": 2, ""rose"": 10, ""growth"": 10, ""high"": 4, ""certain"": 2, ""rising"": 4, ""exceeds"": 2, ""achieved"": 2, ""increase"": 4, ""greater"": 4, ""better"": 4, ""expansion"": 2, ""encouraging"": 2}","{""fall"": 2, ""declines"": 4, ""less"": 2, ""declined"": 4, ""declining"": 2, ""least"": 2, ""lower"": 2}"
1997-10-28,"Address by Dr Chris Stals, Governor of the South African Reserve Bank, at the Annual Convention of the South African Chamber of Business, Somerset West",Chris Stals,html,0.918,178,66,5623,"{""successful"": 2, ""strong"": 4, ""more"": 28, ""high"": 10, ""growth"": 30, ""better"": 8, ""good"": 6, ""certain"": 2, ""grew"": 2, ""up"": 8, ""rose"": 8, ""increased"": 12, ""increase"": 14, ""increases"": 4, ""higher"": 8, ""increasing"": 2, ""rise"": 2, ""expansion"": 4, ""improved"": 4, ""achieved"": 4, ""improvement"": 2, ""most"": 4, ""above"": 4, ""success"": 2, ""growing"": 2, ""improving"": 2}","{""under"": 10, ""declined"": 10, ""down"": 16, ""low"": 4, ""failure"": 2, ""deteriorate"": 2, ""smaller"": 4, ""challenge"": 4, ""less"": 4, ""decline"": 4, ""difficult"": 4, ""lower"": 2}"
1997-11-07,"Address by Dr Chris Stals, Governor of the South African Reserve Bank, at the Annual Conference of the Bureau for Economic Research, Cape Town.  ",Chris Stals,html,1.1304,144,40,5046,"{""definite"": 2, ""better"": 8, ""growth"": 16, ""higher"": 4, ""more"": 36, ""certain"": 2, ""progress"": 4, ""increases"": 2, ""positive"": 4, ""improvement"": 4, ""increased"": 10, ""increase"": 18, ""succeeded"": 2, ""expansion"": 4, ""rise"": 4, ""good"": 4, ""up"": 4, ""most"": 2, ""opportunity"": 2, ""best"": 2, ""high"": 2, ""greater"": 4, ""encouraged"": 2, ""opportunities"": 2}","{""declines"": 2, ""decline"": 4, ""decrease"": 2, ""weaknesses"": 2, ""down"": 8, ""declined"": 6, ""less"": 2, ""declining"": 4, ""low"": 2, ""challenge"": 2, ""smaller"": 2, ""challenging"": 2, ""challenges"": 2}"
1997-11-07,"Address by Dr Chris Stals, Governor of the South African Reserve Bank, at a South African Financial Markets Conference arranged by Standard Bank of South Africa Limited, Cape Town.",Chris Stals,html,0.6842,102,50,5373,"{""growth"": 12, ""more"": 36, ""opportunities"": 2, ""most"": 4, ""certain"": 2, ""higher"": 6, ""rise"": 2, ""leading"": 2, ""best"": 2, ""succeeded"": 4, ""good"": 8, ""better"": 2, ""successful"": 2, ""up"": 2, ""increasing"": 2, ""growing"": 4, ""achievement"": 2, ""achieve"": 4, ""improved"": 2, ""progress"": 2}","{""challenge"": 16, ""low"": 12, ""lower"": 4, ""difficult"": 2, ""least"": 4, ""down"": 4, ""smaller"": 4, ""challenged"": 2, ""challenges"": 2}"
1997-11-19,"Address by Dr Chris Stals, Governor of the South African Reserve Bank, at an Investment Conference arranged by Huysamer Stals, Johannesburg.",Chris Stals,html,0.4421,116,74,4605,"{""achievement"": 2, ""more"": 16, ""improvement"": 2, ""most"": 12, ""higher"": 4, ""up"": 6, ""high"": 4, ""increased"": 6, ""increases"": 6, ""increase"": 12, ""encouraging"": 2, ""growth"": 16, ""rose"": 2, ""exceeded"": 4, ""larger"": 2, ""rise"": 2, ""success"": 2, ""certain"": 4, ""greater"": 4, ""better"": 4, ""increasing"": 2, ""successful"": 2}","{""low"": 12, ""less"": 8, ""below"": 2, ""declined"": 18, ""declining"": 2, ""fell"": 2, ""down"": 8, ""lower"": 6, ""smaller"": 2, ""decline"": 6, ""declines"": 4, ""uncertainty"": 2, ""disappointment"": 2}"
1998-03-23,"Opening Address by Dr Chris Stals, Governor of the South African Reserve Bank, at the Twentieth Mint Director's Conference, Sun City",Chris Stals,html,0.7368,26,12,3356,"{""more"": 14, ""most"": 8, ""exceeds"": 2, ""higher"": 2}","{""least"": 2, ""less"": 2, ""difficult"": 4, ""low"": 2, ""challenges"": 2}"
1998-04-01,"Address by Dr Chris Stals, Governor of the South African Reserve Bank, at the Fifteenth Payment Systems International Conference, Sun City",Chris Stals,html,1.0526,58,18,4621,"{""up"": 4, ""expansion"": 2, ""increases"": 2, ""increased"": 10, ""exceeded"": 2, ""greater"": 4, ""more"": 4, ""best"": 6, ""opportunities"": 6, ""high"": 2, ""accomplished"": 2, ""opportunity"": 4, ""achieved"": 4, ""most"": 2, ""increase"": 2, ""expand"": 2}","{""challenge"": 2, ""risk"": 8, ""under"": 2, ""failure"": 2, ""challenges"": 2, ""difficulty"": 2}"
