meeting_date,title,policy_rate_final,rate_action_final,in_scope_inflation_targeting,henry_index,henry_hawkish_count,henry_dovish_count,henry_total_words,henry_hawkish_hits,henry_dovish_hits
2023-01-26,Statement of the Monetary Policy Committee January 2023,7.25,hike,True,0.5676,95,53,2258,"{""high"": 4, ""growth"": 29, ""improved"": 1, ""higher"": 11, ""rising"": 3, ""increase"": 5, ""better"": 3, ""grew"": 1, ""strong"": 1, ""expansion"": 1, ""up"": 9, ""more"": 5, ""positive"": 3, ""increased"": 7, ""expand"": 1, ""stronger"": 1, ""increases"": 2, ""rose"": 1, ""improving"": 1, ""grown"": 1, ""rise"": 2, ""above"": 1, ""achieving"": 1, ""increasing"": 1}","{""weak"": 1, ""risks"": 9, ""lower"": 17, ""low"": 2, ""risk"": 5, ""down"": 7, ""declining"": 1, ""less"": 2, ""uncertain"": 2, ""negative"": 1, ""decrease"": 1, ""deteriorate"": 1, ""decreased"": 1, ""below"": 1, ""deteriorated"": 1, ""weakness"": 1}"
2023-03-30,Statement of the Monetary Policy Committee March 2023,7.75,hike,True,0.7737,95,42,2164,"{""growth"": 25, ""better"": 1, ""improved"": 1, ""higher"": 14, ""high"": 3, ""achieved"": 1, ""grow"": 2, ""positive"": 2, ""up"": 15, ""above"": 2, ""expand"": 1, ""more"": 5, ""improvement"": 1, ""increased"": 4, ""stronger"": 1, ""rise"": 5, ""rose"": 2, ""improving"": 1, ""increases"": 1, ""leading"": 1, ""larger"": 1, ""increase"": 4, ""achieving"": 1, ""increasing"": 1}","{""risks"": 12, ""difficult"": 1, ""low"": 2, ""risk"": 4, ""weaknesses"": 1, ""lower"": 10, ""worse"": 1, ""uncertainty"": 1, ""uncertain"": 2, ""negative"": 1, ""down"": 1, ""deteriorate"": 1, ""weakened"": 1, ""decline"": 1, ""falling"": 1, ""weakness"": 1, ""less"": 1}"
2023-05-25,Statement of the Monetary Policy Committee May 2023,8.25,hike,True,0.8661,91,36,1973,"{""improved"": 2, ""growth"": 24, ""more"": 5, ""high"": 4, ""rise"": 7, ""higher"": 14, ""increase"": 4, ""grow"": 2, ""positive"": 3, ""improvement"": 1, ""up"": 12, ""increased"": 4, ""expanding"": 1, ""rose"": 1, ""increases"": 2, ""leading"": 1, ""larger"": 1, ""above"": 1, ""achieve"": 1, ""increasing"": 1}","{""risks"": 10, ""fell"": 1, ""decline"": 1, ""falling"": 3, ""weak"": 1, ""uncertain"": 2, ""lower"": 7, ""weakness"": 2, ""risk"": 5, ""weakened"": 1, ""down"": 3}"
2023-07-20,Statement of the Monetary Policy Committee July 2023,8.25,hold,True,0.5143,66,39,1880,"{""growth"": 19, ""high"": 6, ""more"": 3, ""higher"": 6, ""improved"": 1, ""stronger"": 1, ""increasing"": 2, ""positive"": 2, ""grow"": 2, ""up"": 6, ""increased"": 3, ""improvement"": 1, ""greater"": 1, ""increase"": 3, ""rise"": 4, ""expansion"": 1, ""better"": 1, ""increases"": 1, ""achieve"": 1, ""achieving"": 1, ""strengthen"": 1}","{""risks"": 9, ""falling"": 2, ""fell"": 1, ""decline"": 1, ""uncertainty"": 1, ""weaken"": 1, ""decreasing"": 1, ""lower"": 10, ""negative"": 1, ""down"": 3, ""weakened"": 1, ""risk"": 5, ""decreases"": 1, ""uncertain"": 1, ""decreased"": 1}"
2023-09-21,Statement of the Monetary Policy Committee September 2023,8.25,hold,True,0.6667,72,36,1910,"{""certain"": 1, ""growth"": 20, ""increased"": 7, ""stronger"": 2, ""higher"": 6, ""increasing"": 2, ""positive"": 2, ""grow"": 2, ""up"": 5, ""improvement"": 1, ""greater"": 1, ""increase"": 4, ""expands"": 1, ""high"": 6, ""rising"": 1, ""better"": 1, ""rise"": 4, ""increases"": 2, ""more"": 1, ""achieve"": 1, ""achieving"": 1, ""strengthen"": 1}","{""less"": 1, ""risks"": 11, ""negative"": 1, ""falling"": 1, ""weaken"": 1, ""fell"": 1, ""decline"": 1, ""decreasing"": 1, ""lower"": 7, ""weakened"": 1, ""risk"": 6, ""down"": 2, ""uncertain"": 1, ""below"": 1}"
2023-11-23,Statement of the Monetary Policy Committee November 2023,8.25,hold,True,0.6786,75,37,1900,"{""growth"": 22, ""most"": 1, ""achieving"": 2, ""high"": 6, ""increase"": 6, ""positive"": 3, ""grow"": 2, ""up"": 6, ""increased"": 5, ""above"": 1, ""greater"": 1, ""more"": 2, ""expands"": 1, ""better"": 3, ""rising"": 2, ""higher"": 5, ""rise"": 3, ""improved"": 1, ""achieve"": 1, ""increasing"": 1, ""strengthen"": 1}","{""weak"": 1, ""uncertain"": 2, ""falling"": 1, ""decline"": 1, ""fall"": 1, ""uncertainty"": 1, ""declined"": 1, ""decreasing"": 1, ""lower"": 6, ""decrease"": 1, ""risks"": 9, ""smaller"": 1, ""drop"": 1, ""weakened"": 1, ""risk"": 4, ""down"": 3, ""weakness"": 1, ""low"": 1}"
2024-01-25,Statement of the Monetary Policy Committee January 2024,8.25,hold,True,0.6105,62,33,1743,"{""high"": 5, ""growth"": 18, ""better"": 3, ""most"": 1, ""improvement"": 1, ""expanding"": 1, ""higher"": 4, ""increase"": 3, ""up"": 2, ""rise"": 4, ""more"": 2, ""expands"": 1, ""rising"": 3, ""grow"": 1, ""grew"": 1, ""risen"": 1, ""improvements"": 1, ""strong"": 1, ""increased"": 2, ""increases"": 1, ""achieving"": 2, ""improve"": 1, ""strengthening"": 1, ""increasing"": 1, ""strengthen"": 1}","{""uncertain"": 3, ""uncertainty"": 1, ""decline"": 1, ""fall"": 2, ""weak"": 2, ""negative"": 2, ""decrease"": 1, ""lower"": 4, ""down"": 2, ""risks"": 5, ""fell"": 1, ""worst"": 1, ""low"": 2, ""below"": 1, ""less"": 1, ""weakness"": 1, ""risk"": 3}"
2024-03-27,Statement of the Monetary Policy Committee March 2024,8.25,hold,True,0.5778,29,16,946,"{""stronger"": 1, ""largest"": 1, ""above"": 1, ""positive"": 1, ""increasing"": 1, ""expanding"": 1, ""growth"": 6, ""improving"": 2, ""better"": 1, ""more"": 1, ""most"": 1, ""up"": 2, ""rose"": 1, ""rise"": 1, ""highest"": 2, ""high"": 2, ""growing"": 1, ""improve"": 2, ""achieving"": 1}","{""lower"": 2, ""declined"": 1, ""low"": 1, ""worse"": 3, ""below"": 1, ""risks"": 4, ""difficult"": 1, ""under"": 1, ""weakening"": 1, ""uncertainty"": 1}"
2024-05-30,Statement of the Monetary Policy Committee May 2024,8.25,hold,True,0.9231,38,14,858,"{""more"": 4, ""positive"": 1, ""leading"": 1, ""exceeding"": 1, ""above"": 2, ""high"": 2, ""greater"": 1, ""improvement"": 4, ""achieving"": 2, ""better"": 3, ""higher"": 2, ""improves"": 1, ""deliver"": 1, ""growth"": 9, ""improve"": 2, ""improving"": 1, ""achieved"": 1}","{""uncertain"": 2, ""worse"": 3, ""uncertainty"": 2, ""less"": 1, ""lower"": 1, ""down"": 2, ""risks"": 3}"
2024-07-18,Statement of the Monetary Policy Committee July 2024,8.25,hold,True,0.8,35,15,975,"{""increases"": 1, ""most"": 2, ""above"": 5, ""more"": 4, ""growth"": 6, ""improving"": 2, ""improved"": 5, ""stronger"": 1, ""progress"": 1, ""high"": 2, ""higher"": 1, ""up"": 2, ""achieving"": 1, ""improve"": 2}","{""low"": 1, ""lower"": 2, ""disappointing"": 2, ""below"": 2, ""risks"": 8}"
2024-09-19,Statement of the Monetary Policy Committee September 2024,8.0,cut,True,0.3297,53,38,1293,"{""growth"": 15, ""more"": 4, ""improvements"": 3, ""rising"": 2, ""higher"": 8, ""better"": 2, ""stronger"": 3, ""progress"": 2, ""above"": 2, ""improved"": 1, ""larger"": 2, ""increases"": 4, ""strengthened"": 1, ""most"": 1, ""deliver"": 1, ""improve"": 1, ""strengthening"": 1}","{""fallen"": 1, ""less"": 3, ""difficult"": 2, ""risks"": 10, ""worst"": 2, ""below"": 7, ""low"": 2, ""lower"": 6, ""uncertainty"": 3, ""challenges"": 1, ""risk"": 1}"
2024-11-21,Statement of the Monetary Policy Committee November 2024,7.75,cut,True,0.3133,48,35,1077,"{""more"": 5, ""most"": 2, ""risen"": 1, ""up"": 1, ""above"": 4, ""growth"": 11, ""higher"": 10, ""positive"": 2, ""stronger"": 3, ""improvement"": 1, ""improving"": 1, ""achieving"": 1, ""deliver"": 1, ""improve"": 2, ""strengthening"": 1, ""increases"": 1, ""increased"": 1}","{""challenging"": 2, ""uncertainty"": 2, ""risks"": 7, ""weak"": 1, ""lower"": 9, ""disappointing"": 1, ""fall"": 1, ""risk"": 4, ""below"": 3, ""uncertain"": 1, ""difficult"": 1, ""falls"": 1, ""low"": 1, ""under"": 1}"
2025-01-30,Statement of the Monetary Policy Committee January 2025,7.5,cut,True,0.3188,40,29,1163,"{""more"": 7, ""rising"": 1, ""up"": 3, ""growth"": 12, ""largest"": 1, ""high"": 1, ""strong"": 1, ""higher"": 4, ""improvements"": 1, ""above"": 3, ""most"": 1, ""increase"": 1, ""greater"": 1, ""deliver"": 1, ""improve"": 1, ""strengthening"": 1}","{""challenging"": 2, ""risks"": 7, ""weak"": 1, ""less"": 1, ""low"": 2, ""decline"": 2, ""drop"": 1, ""lower"": 5, ""below"": 3, ""depressed"": 1, ""uncertain"": 2, ""risk"": 2}"
2025-03-20,Statement of the Monetary Policy Committee March 2025,7.5,hold,True,0.1687,45,38,1067,"{""growth"": 14, ""stronger"": 2, ""more"": 3, ""up"": 2, ""most"": 2, ""strengthening"": 2, ""above"": 2, ""high"": 1, ""higher"": 4, ""increases"": 3, ""better"": 3, ""enjoyed"": 1, ""rising"": 2, ""larger"": 1, ""deliver"": 1, ""improve"": 1, ""increase"": 1}","{""uncertainty"": 2, ""weakened"": 1, ""risks"": 6, ""lower"": 12, ""disappointing"": 1, ""weakness"": 1, ""below"": 2, ""worse"": 1, ""down"": 2, ""low"": 2, ""smaller"": 1, ""risk"": 2, ""uncertain"": 2, ""weakening"": 1, ""difficult"": 1, ""challenges"": 1}"
2025-05-29,Statement of the Monetary Policy Committee May 2025,7.25,cut,True,-0.0952,40,44,1028,"{""higher"": 6, ""growth"": 13, ""more"": 4, ""risen"": 1, ""rising"": 1, ""positive"": 2, ""stronger"": 1, ""increases"": 2, ""rises"": 1, ""high"": 2, ""opportunity"": 1, ""above"": 1, ""better"": 1, ""achieving"": 1, ""deliver"": 1, ""improve"": 1, ""strengthening"": 1}","{""uncertainty"": 2, ""weaken"": 2, ""lower"": 17, ""disappointing"": 1, ""risks"": 6, ""below"": 2, ""falling"": 1, ""down"": 3, ""threat"": 1, ""low"": 4, ""uncertain"": 1, ""weakness"": 1, ""falls"": 1, ""under"": 1, ""difficult"": 1}"
2025-07-31,Statement of the Monetary Policy Committee July 2025,7.0,cut,True,0.3797,47,32,1098,"{""increases"": 1, ""growth"": 10, ""higher"": 7, ""more"": 8, ""most"": 1, ""positive"": 1, ""up"": 2, ""strengthened"": 2, ""risen"": 1, ""rise"": 2, ""high"": 1, ""opportunity"": 2, ""achieve"": 2, ""stronger"": 1, ""rising"": 1, ""progress"": 1, ""expand"": 1, ""deliver"": 1, ""improve"": 1, ""strengthening"": 1}","{""uncertain"": 2, ""risks"": 3, ""lower"": 8, ""weak"": 2, ""down"": 2, ""low"": 3, ""uncertainty"": 2, ""deteriorating"": 1, ""falling"": 1, ""below"": 2, ""fall"": 2, ""challenges"": 1, ""risk"": 1, ""under"": 1, ""declining"": 1}"
2025-09-18,Statement of the Monetary Policy Committee September 2025,7.0,hold,True,0.7742,43,19,941,"{""growth"": 9, ""up"": 4, ""risen"": 3, ""more"": 4, ""higher"": 6, ""high"": 2, ""rising"": 2, ""positive"": 2, ""highest"": 2, ""strong"": 1, ""good"": 1, ""achieving"": 1, ""rise"": 2, ""improve"": 1, ""stronger"": 2, ""better"": 1}","{""difficult"": 1, ""weakened"": 1, ""challenging"": 1, ""risks"": 6, ""declining"": 2, ""lower"": 3, ""weakens"": 1, ""uncertainty"": 1, ""less"": 2, ""down"": 1}"
2025-11-20,Statement of the Monetary Policy Committee November 2025,6.75,cut,True,0.8,49,21,1297,"{""growth"": 10, ""up"": 2, ""better"": 5, ""more"": 2, ""above"": 2, ""stronger"": 3, ""positive"": 2, ""higher"": 5, ""rising"": 2, ""strong"": 1, ""encouraging"": 1, ""deliver"": 3, ""progress"": 2, ""strength"": 2, ""increases"": 1, ""improved"": 1, ""most"": 1, ""achieve"": 2, ""achieved"": 1, ""rise"": 1}","{""challenging"": 2, ""risk"": 3, ""lower"": 6, ""disappointed"": 1, ""risks"": 3, ""less"": 1, ""weakness"": 1, ""down"": 1, ""low"": 1, ""challenges"": 1, ""disappoint"": 1}"
2026-01-29,Statement of the Monetary Policy Committee January 2026,6.75,hold,True,0.5753,47,26,1128,"{""record"": 2, ""growing"": 2, ""growth"": 10, ""up"": 4, ""more"": 6, ""expanded"": 2, ""grew"": 1, ""most"": 1, ""achieve"": 1, ""higher"": 4, ""stronger"": 4, ""rise"": 1, ""positive"": 2, ""deliver"": 2, ""progress"": 2, ""rewarded"": 1, ""exceeding"": 1, ""above"": 1}","{""uncertainty"": 1, ""threats"": 1, ""risks"": 4, ""weak"": 1, ""fallen"": 2, ""lower"": 5, ""declining"": 1, ""low"": 4, ""uncertain"": 1, ""falling"": 1, ""challenging"": 1, ""weakens"": 1, ""down"": 1, ""negative"": 1, ""decline"": 1}"
2026-03-26,Statement of the Monetary Policy Committee March 2026,6.75,hold,True,0.8197,43,18,1134,"{""higher"": 5, ""growth"": 9, ""rising"": 4, ""leading"": 2, ""more"": 4, ""risen"": 1, ""grew"": 2, ""better"": 2, ""encouraged"": 1, ""stronger"": 2, ""increases"": 1, ""up"": 3, ""above"": 1, ""exceeding"": 1, ""achieving"": 1, ""delivering"": 1, ""progress"": 1, ""improved"": 2}","{""uncertain"": 2, ""less"": 1, ""dropped"": 2, ""below"": 2, ""risks"": 5, ""weakening"": 1, ""difficult"": 2, ""uncertainty"": 1, ""negative"": 1, ""lower"": 1}"
2026-05-28,Statement of the Monetary Policy Committee May 2026,7.0,hike,True,0.7042,48,23,1152,"{""growth"": 8, ""higher"": 11, ""up"": 3, ""rising"": 1, ""risen"": 2, ""increase"": 3, ""positive"": 2, ""rose"": 2, ""increased"": 2, ""largest"": 2, ""record"": 2, ""above"": 2, ""stronger"": 1, ""leading"": 1, ""larger"": 1, ""more"": 2, ""achieve"": 1, ""high"": 1, ""most"": 1}","{""down"": 1, ""uncertainty"": 3, ""dropped"": 2, ""threat"": 1, ""risks"": 8, ""challenges"": 1, ""falling"": 1, ""challenge"": 1, ""falls"": 1, ""lower"": 2, ""less"": 1, ""risk"": 1}"
2026-07-23,Statement of the Monetary Policy Committee July 2026,7.0,hold,True,0.8267,53,22,1219,"{""up"": 2, ""delivered"": 1, ""growth"": 11, ""strengthened"": 1, ""stronger"": 4, ""higher"": 8, ""better"": 1, ""good"": 3, ""rising"": 2, ""above"": 6, ""risen"": 2, ""most"": 1, ""increase"": 2, ""more"": 2, ""positive"": 1, ""improved"": 1, ""high"": 1, ""achieve"": 2, ""improving"": 1, ""rise"": 1}","{""fallen"": 4, ""declined"": 1, ""weakened"": 2, ""lower"": 3, ""uncertainty"": 1, ""uncertain"": 2, ""risks"": 4, ""risk"": 2, ""falls"": 1, ""falling"": 1, ""weak"": 1}"
